0,0.00609156,0.0128911,0.0204695,0.0289015,0.0382658,0.0486437,0.0601185,0.0727734,0.0866908,0.101949,0.11862,0.136769,0.156444,0.177683,0.200501,0.224891,0.250821,0.278228,0.307021,0.337077,0.368242,0.400334,0.433145,0.466448,0.5,0.533552,0.566855,0.599666,0.631758,0.662923,0.692979,0.721772,0.749179,0.775109,0.799499,0.822317,0.843556,0.863231,0.88138,0.898051,0.913309,0.927227,0.939882,0.951356,0.961734,0.971098,0.979531,0.987109,0.993908,1,1.00612,1.0129,1.0204,1.02872,1.03793,1.04812,1.0594,1.07189,1.0857,1.10098,1.11788,1.13655,1.15718,1.17996,1.20511,1.23286,1.26346,1.29718,1.33431,1.37517,1.42009,1.46944,1.52359,1.58295,1.64793,1.71897,1.79654,1.88108,1.97307,2.07298,2.18126,2.29836,2.4247,2.56063,2.7065,2.86255,3.02897,3.20583,3.39312,3.59068,3.79825,4.01539,4.24155,4.476,4.71789,4.96622,5.21986,5.47759,5.73809,6
0,0.000176322,0.000771359,0.00190546,0.00371916,0.00637364,0.0100499,0.0149467,0.0212758,0.0292565,0.0391061,0.0510288,0.0652048,0.0817711,0.100816,0.122362,0.146359,0.172687,0.201158,0.231528,0.263513,0.296805,0.33109,0.366057,0.401409,0.436864,0.472156,0.507035,0.541269,0.574643,0.606965,0.638064,0.667798,0.696055,0.722751,0.747832,0.771271,0.793068,0.813244,0.831841,0.848914,0.864531,0.878769,0.89171,0.903439,0.914043,0.923609,0.932222,0.93996,0.9469,0.953118,0.959364,0.966281,0.973932,0.982418,0.991809,1.0022,1.01369,1.02642,1.04049,1.05604,1.07325,1.09224,1.11323,1.13639,1.16194,1.19013,1.2212,1.25542,1.29308,1.3345,1.38002,1.43,1.48481,1.54487,1.61058,1.68238,1.76075,1.84613,1.939,2.03983,2.14907,2.26719,2.3946,2.53165,2.67872,2.83603,3.0038,3.18209,3.37089,3.57006,3.77934,3.99828,4.22634,4.46278,4.70673,4.9572,5.21304,5.47302,5.7358,6
0,6.81689e-05,0.000309132,0.000787545,0.00158587,0.00280799,0.00458274,0.00706735,0.0104497,0.0149495,0.020816,0.0283223,0.0377568,0.0494035,0.0635273,0.0803445,0.1,0.122545,0.14792,0.175954,0.20637,0.238805,0.272846,0.308051,0.343986,0.380242,0.416449,0.45228,0.487449,0.521713,0.554862,0.586721,0.61715,0.646038,0.673308,0.698909,0.722819,0.745043,0.765604,0.784549,0.801935,0.817834,0.832325,0.845493,0.857425,0.868212,0.87794,0.886698,0.894564,0.90162,0.907941,0.914289,0.921319,0.929094,0.937716,0.947257,0.957809,0.969485,0.982408,0.996689,1.01248,1.02994,1.04921,1.0705,1.09398,1.1199,1.14846,1.17994,1.2146,1.25273,1.29465,1.3407,1.39125,1.44667,1.50736,1.57375,1.64626,1.72539,1.81156,1.90526,2.00697,2.11714,2.23624,2.36468,2.50284,2.65108,2.80964,2.97873,3.15843,3.34875,3.54952,3.76049,3.98123,4.21118,4.44959,4.69561,4.94821,5.20624,5.46846,5.73351,6
0,4.38003e-05,0.000199198,0.000508934,0.00102829,0.00182814,0.00299839,0.00465184,0.00692799,0.00999685,0.0140614,0.0193581,0.0261557,0.0347449,0.0454304,0.0585068,0.0742359,0.0928172,0.114357,0.138847,0.166153,0.19601,0.228051,0.261826,0.296849,0.332626,0.368688,0.404615,0.440036,0.474643,0.508178,0.540436,0.571255,0.600515,0.628132,0.654054,0.67826,0.700754,0.721562,0.740732,0.758322,0.774405,0.789063,0.802382,0.81445,0.825359,0.835197,0.844053,0.852007,0.859142,0.865533,0.871951,0.87906,0.88692,0.895637,0.905283,0.915951,0.927754,0.940817,0.955252,0.971215,0.988858,1.00834,1.02984,1.05358,1.07975,1.10861,1.14041,1.17541,1.21391,1.25624,1.30273,1.35375,1.40967,1.4709,1.53787,1.61101,1.69079,1.77767,1.87213,1.97464,2.08568,2.20569,2.33513,2.47434,2.6237,2.78347,2.95386,3.13495,3.32675,3.5291,3.74176,3.96428,4.1961,4.43648,4.68454,4.93926,5.19948,5.46392,5.73123,6
0,3.31391e-05,0.000150794,0.00038548,0.000779374,0.00138677,0.00227691,0.00353733,0.00527739,0.00763217,0.0107658,0.0148741,0.0201864,0.0269612,0.0354834,0.0460494,0.05895,0.0744468,0.0927402,0.113943,0.138054,0.164942,0.194348,0.225898,0.259138,0.293565,0.328672,0.363972,0.399028,0.433463,0.46696,0.499268,0.530191,0.559583,0.587346,0.613416,0.637767,0.6604,0.681338,0.700629,0.71833,0.734516,0.749268,0.762672,0.774817,0.785796,0.795697,0.804611,0.812617,0.819798,0.82623,0.83269,0.839845,0.847757,0.856531,0.86624,0.876978,0.888859,0.902008,0.91654,0.932609,0.950372,0.969982,0.991635,1.01553,1.04189,1.07094,1.10296,1.13821,1.17698,1.2196,1.26642,1.31779,1.37411,1.43577,1.50321,1.57686,1.6572,1.74469,1.83981,1.94304,2.05485,2.17571,2.30606,2.44626,2.5967,2.75763,2.92928,3.11172,3.30497,3.50888,3.72319,3.94747,4.18115,4.42347,4.67357,4.93039,5.19277,5.45942,5.72897,6
0,2.70601e-05,0.000123137,0.000314799,0.000636535,0.00113279,0.00186035,0.00289119,0.00431553,0.00624542,0.00881798,0.0121985,0.016583,0.0221971,0.0292953,0.0381523,0.0490514,0.0622664,0.078036,0.0965379,0.11786,0.141975,0.168733,0.197858,0.228969,0.261605,0.295268,0.329453,0.363684,0.397535,0.430638,0.462695,0.493469,0.522785,0.550519,0.576592,0.600965,0.62363,0.644606,0.663938,0.681681,0.697907,0.712698,0.726138,0.738317,0.749328,0.759258,0.768198,0.776228,0.783431,0.789883,0.796364,0.803541,0.811478,0.82028,0.830021,0.840794,0.852715,0.865909,0.880491,0.896617,0.914444,0.934127,0.955863,0.979849,1.00631,1.03549,1.06764,1.10305,1.142,1.18482,1.23186,1.28349,1.34009,1.40208,1.46988,1.54393,1.62473,1.71272,1.8084,1.91226,2.02476,2.14638,2.27757,2.4187,2.57015,2.73219,2.90504,3.08879,3.28346,3.48889,3.70484,3.93085,4.16636,4.41061,4.66272,4.92162,5.18614,5.45498,5.72674,6
0,2.30078e-05,0.000104696,0.000267656,0.000541223,0.000963222,0.00158202,0.00245896,0.00367114,0.00531448,0.00750682,0.0103909,0.0141374,0.0189442,0.0250384,0.0326694,0.0421017,0.0536017,0.0674168,0.0837535,0.10275,0.124451,0.14879,0.175578,0.204517,0.235208,0.267192,0.29998,0.333085,0.366055,0.39849,0.43005,0.460465,0.489524,0.517078,0.543026,0.567314,0.589922,0.610861,0.63017,0.647898,0.664117,0.678905,0.692345,0.704526,0.715539,0.725474,0.734417,0.742452,0.74966,0.756116,0.762601,0.769784,0.777727,0.786537,0.796287,0.807071,0.819005,0.832214,0.846814,0.862962,0.880814,0.900527,0.922299,0.946327,0.972842,1.00208,1.03431,1.06979,1.10885,1.15179,1.19897,1.25077,1.30757,1.36979,1.43786,1.51223,1.59338,1.68179,1.77794,1.88233,1.99544,2.11774,2.2497,2.39168,2.54409,2.70718,2.88119,3.06622,3.26227,3.46919,3.68674,3.91446,4.15178,4.39793,4.65201,4.91297,5.1796,5.45059,5.72454,6
0,2.00029e-05,9.10328e-05,0.00023275,0.000470696,0.000837817,0.00137627,0.00213959,0.00319512,0.00462677,0.00653793,0.00905417,0.0123263,0.0165303,0.0218699,0.0285713,0.0368789,0.0470447,0.0593117,0.0738961,0.0909624,0.1106,0.132801,0.157448,0.184314,0.213067,0.2433,0.274556,0.30636,0.338256,0.369824,0.4007,0.430582,0.459232,0.486475,0.512187,0.536295,0.558767,0.579603,0.598831,0.616498,0.632669,0.647419,0.660829,0.672986,0.68398,0.693898,0.702829,0.710853,0.718052,0.724501,0.730979,0.738155,0.746091,0.754894,0.764637,0.775414,0.787342,0.800545,0.81514,0.831285,0.849135,0.868848,0.890624,0.91466,0.941186,0.970444,1.00269,1.03822,1.07732,1.12033,1.16759,1.21949,1.27642,1.3388,1.40706,1.48166,1.5631,1.65184,1.74838,1.85323,1.96688,2.0898,2.22246,2.36524,2.51855,2.68265,2.85778,3.04403,3.24143,3.44981,3.66893,3.89833,4.13743,4.38545,4.64148,4.90446,5.17316,5.44628,5.72238,6
0,1.75977e-05,8.01114e-05,0.000204882,0.000414452,0.000737927,0.00121258,0.00188581,0.00281728,0.00408151,0.00577043,0.00799606,0.0108932,0.0146203,0.0193612,0.0253224,0.032729,0.0418174,0.0528213,0.0659566,0.0814003,0.0992679,0.119594,0.142313,0.167257,0.194157,0.222655,0.252338,0.282756,0.313461,0.34403,0.374084,0.4033,0.431417,0.458236,0.483614,0.507459,0.529723,0.550393,0.56949,0.587051,0.603137,0.617817,0.63117,0.64328,0.654235,0.664121,0.673024,0.681026,0.688204,0.694636,0.701098,0.708257,0.716175,0.724959,0.734682,0.745439,0.757346,0.770528,0.785102,0.801225,0.819054,0.838747,0.860503,0.884522,0.911034,0.940281,0.972525,1.00805,1.04716,1.09019,1.13749,1.18945,1.24645,1.30894,1.37734,1.45212,1.53377,1.62279,1.71966,1.82492,1.93904,2.06252,2.19583,2.33937,2.49353,2.6586,2.83481,3.02226,3.22098,3.43079,3.65146,3.88251,4.12335,4.37321,4.63116,4.89612,5.16686,5.44205,5.72026,6
0,1.55637e-05,7.08905e-05,0.000181385,0.000367096,0.000653942,0.00107516,0.00167308,0.00250106,0.00362587,0.00513007,0.00711448,0.00970084,0.0130326,0.0172773,0.0226241,0.0292812,0.0374696,0.0474118,0.0593193,0.0733733,0.0897053,0.108377,0.129364,0.152545,0.177702,0.204529,0.232652,0.261655,0.291109,0.320596,0.349732,0.378181,0.405666,0.43197,0.456929,0.480435,0.502425,0.522873,0.54179,0.559205,0.57517,0.589751,0.603022,0.615063,0.62596,0.635798,0.64466,0.652626,0.659774,0.666181,0.672618,0.67975,0.68764,0.696395,0.706087,0.716812,0.728685,0.741834,0.756372,0.77246,0.790253,0.80991,0.831631,0.855616,0.882095,0.911311,0.943528,0.97903,1.01812,1.06115,1.10845,1.16043,1.21748,1.28003,1.34853,1.42345,1.50529,1.59453,1.6917,1.79731,1.91186,2.03587,2.16979,2.31405,2.46903,2.63504,2.81231,3.00093,3.20094,3.41216,3.63434,3.86701,4.10957,4.36123,4.62106,4.88796,5.1607,5.43792,5.71819,6
