0,2.4308,1,269.647
0.30103,2.21793,2,165.171
0.477121,2.15514,3,142.935
0.60206,2.15427,4,142.65
0.69897,2.17506,5,149.644
0.778151,2.147,6,140.282
0.845098,2.84889,7,706.136
0.90309,2.10636,8,127.748
0.954243,2.09812,9,125.35
1,2.0983,10,125.402
1.04139,2.08525,11,121.688
1.07918,2.08581,12,121.845
1.11394,2.10113,13,126.219
1.14613,2.04679,14,111.375
1.17609,2.08622,15,121.961
1.20412,2.44241,16,276.957
1.23045,2.09271,17,123.798
1.25527,2.0919,18,123.568
1.27875,2.0361,19,108.667
1.30103,2.0768,20,119.344
1.32222,2.01664,21,103.905
1.34242,2.00968,22,102.253
1.36173,2.00841,23,101.956
1.38021,2.01816,24,104.269
1.39794,2.01056,25,102.461
1.41497,1.99642,26,99.18
1.43136,1.99558,27,98.9863
1.44716,1.98956,28,97.6246
1.4624,2.02493,29,105.908
1.47712,2.55537,30,359.229
1.49136,2.00824,31,101.917
1.50515,2.20157,32,159.063
1.51851,2.02966,33,107.067
1.53148,1.93783,34,86.6623
1.54407,1.94005,35,87.1073
1.5563,1.94383,36,87.8669
1.5682,1.94287,37,87.6739
1.57978,1.92564,38,84.2637
1.59106,2.02024,39,104.772
1.60206,1.91425,40,82.083
1.61278,1.92165,41,83.4927
1.62325,1.91717,42,82.6368
1.63347,1.91368,43,81.9746
1.64345,1.91452,44,82.1341
1.65321,1.97704,45,94.8505
1.66276,1.95361,46,89.8685
1.6721,1.96453,47,92.158
1.68124,1.94466,48,88.0361
1.6902,1.94408,49,87.9191
1.69897,1.91633,50,82.476
1.70757,1.8755,51,75.0765
1.716,1.86731,52,73.6738
1.72428,1.86748,53,73.7027
1.73239,1.86633,54,73.5069
1.74036,1.86616,55,73.4779
1.74819,1.86375,56,73.0725
1.75587,1.8649,57,73.2649
1.76343,1.86466,58,73.2247
1.77085,1.86469,59,73.2308
1.77815,1.86434,60,73.171
1.78533,1.85269,61,71.2344
1.79239,1.84526,62,70.0268
1.79934,1.84811,63,70.4871
1.80618,1.83733,64,68.7593
1.81291,1.83844,65,68.9347
1.81954,1.83662,66,68.6472
1.82607,1.82164,67,66.3194
1.83251,1.81893,68,65.9072
1.83885,1.81969,69,66.0227
1.8451,1.8184,70,65.8264
1.85126,1.81803,71,65.7703
1.85733,1.81673,72,65.5742
1.86332,1.8097,73,64.5215
1.86923,1.82257,74,66.4619
1.87506,1.79872,75,62.9105
1.88081,1.79785,76,62.7836
1.88649,1.79736,77,62.713
1.89209,1.79737,78,62.7151
1.89763,1.79829,79,62.8476
1.90309,1.79745,80,62.7269
1.90849,1.79431,81,62.2751
1.91381,1.79213,82,61.9621
1.91908,1.79203,83,61.9491
1.92428,1.79286,84,62.0663
1.92942,1.79169,85,61.8995
1.9345,1.79081,86,61.7746
1.93952,1.78987,87,61.6407
1.94448,1.78953,88,61.5923
